,Fire Alarm
28341,1
48225,1
19753,1
32610,1
46167,1
24492,1
32938,1
18230,1
1506,0
29100,1
11148,1
23471,1
42140,1
58946,0
87,0
12136,1
18083,1
58561,0
1756,0
26540,0
37347,1
51129,1
55372,0
62297,0
34915,1
46281,1
27648,0
15818,1
62115,0
3548,1
49549,1
17817,1
38113,1
33385,1
57784,0
59066,0
60441,0
47287,1
45627,1
43134,1
25292,0
33639,1
8168,1
21890,1
16025,1
40633,1
19849,1
59229,0
25058,0
9871,1
17368,1
52656,0
2009,0
35088,1
15113,1
25598,0
52947,0
5716,1
56633,0
36320,1
4429,1
24686,1
38727,1
48723,1
43011,1
21110,1
20661,1
60457,0
28146,0
17344,1
58118,0
49802,1
8951,1
51277,0
35176,1
13282,1
17887,1
41565,1
22094,1
14239,1
41357,1
52629,0
215,0
32062,1
61144,0
11855,1
13627,1
52146,0
23780,1
3882,1
18103,1
61164,0
49722,1
44988,1
13136,1
43795,1
48926,1
28222,1
616,0
20134,1
11570,1
6573,1
21179,1
26500,0
59399,0
36189,1
27379,0
19120,1
21744,1
19217,1
12557,1
40335,1
22677,1
27543,0
30687,1
7955,1
35946,1
39088,1
40934,1
36555,1
33317,1
25880,0
9754,1
18359,1
3965,1
28540,1
50653,1
21290,1
11736,1
13421,1
19406,1
19511,1
38814,1
48653,1
46468,1
713,0
51229,0
39160,1
33059,1
44413,1
30839,1
51841,0
30987,1
1544,0
23316,1
2462,0
16215,1
42328,1
55853,0
21754,1
42712,1
19472,1
5992,1
62530,0
38110,1
13536,1
47674,1
32469,1
8683,1
42675,1
27348,0
54173,0
60266,0
39828,1
61864,0
53736,0
37006,1
61831,0
38852,1
10360,1
45987,1
24229,1
33319,1
46523,1
27840,0
20422,1
12660,1
20632,1
18481,1
34001,1
22869,1
51288,0
29419,1
3704,1
46799,1
48548,1
6793,1
20431,1
52187,0
34704,1
36503,1
21282,1
28227,1
22328,1
13989,1
5694,1
22097,1
10925,1
22778,1
36045,1
15332,1
3715,1
14907,1
57415,0
22135,1
30370,1
17831,1
34057,1
11813,1
53891,0
45446,1
58584,0
39472,1
49833,1
4983,1
28065,0
49138,1
23593,1
3504,1
58253,0
48674,1
13925,1
35515,1
55495,0
41651,1
19384,1
1759,0
1717,0
16049,1
48205,1
2027,0
42583,1
43735,1
16024,1
57888,0
21865,1
48801,1
6911,1
6044,1
43434,1
3321,1
58275,0
28080,0
40948,1
44305,1
11695,1
18182,1
51319,0
1892,0
16058,1
42144,1
42111,1
9434,1
40156,1
23731,1
1971,0
43182,1
54777,0
45922,1
38029,1
27745,0
40427,1
31704,1
61314,0
7860,1
16359,1
12332,1
9698,1
18597,1
48185,1
28936,1
42100,1
33917,1
18751,1
24246,1
47392,1
25493,0
62225,0
38286,1
61652,0
44330,1
14001,1
7533,1
48636,1
57115,0
52650,0
19964,1
35850,1
4450,1
13424,1
57984,0
14586,1
12401,1
53288,0
10628,1
39955,1
60231,0
7065,1
18515,1
21056,1
16842,1
36309,1
2155,0
43502,1
3874,1
1171,0
39877,1
35111,1
24152,1
17211,1
59745,0
35504,1
27127,0
8592,1
41223,1
49405,1
10749,1
8128,1
43118,1
7968,1
48622,1
14988,1
61721,0
12811,1
40705,1
14899,1
34122,1
45994,1
48524,1
6229,1
58123,0
51118,1
15541,1
58367,0
12912,1
35548,1
36003,1
11633,1
12163,1
9952,1
28709,1
20573,1
1750,0
53193,0
51732,0
27488,0
29930,1
52258,0
13704,1
59926,0
12952,1
44156,1
22805,1
54840,0
35794,1
27299,0
36619,1
33113,1
34194,1
29609,1
44316,1
47213,1
22750,1
21724,1
58966,0
54980,0
41512,1
22469,1
30973,1
42987,1
42837,1
22453,1
47670,1
46684,1
2625,0
11329,1
40671,1
12648,1
38399,1
3588,1
2766,0
31328,1
9413,1
47395,1
38522,1
30495,1
30191,1
45867,1
12932,1
34608,1
59355,0
41499,1
6636,1
54042,0
48096,1
16933,1
17787,1
52839,0
8848,1
44044,1
19764,1
55613,0
9615,1
51290,0
22401,1
22774,1
31502,1
716,0
23312,1
47577,1
16348,1
27923,0
19035,1
55995,0
18221,1
41119,1
24444,1
14323,1
45048,1
6460,1
1214,0
9582,1
36330,1
43774,1
7571,1
20060,1
37961,1
52024,0
43488,1
13735,1
17876,1
5182,1
58174,0
600,0
46923,1
34810,1
48353,1
35424,1
56970,0
377,0
27453,0
12727,1
10941,1
33219,1
16592,1
40664,1
47713,1
15367,1
37854,1
24583,1
43751,1
20849,1
41435,1
45412,1
36246,1
49428,1
45249,1
45408,1
33130,1
2662,0
35530,1
12687,1
51091,1
57447,0
23042,1
8256,1
26232,0
9944,1
62561,0
39929,1
22885,1
49963,1
32943,1
48033,1
45561,1
52469,0
15181,1
39768,1
39287,1
25380,0
31600,1
14705,1
53445,0
45133,1
17659,1
13734,1
56149,0
23699,1
33114,1
40396,1
17399,1
52139,0
18124,1
20717,1
4756,1
20914,1
62317,0
25063,0
10069,1
17271,1
62500,0
9026,1
58990,0
4355,1
40658,1
28244,1
31500,1
11297,1
36071,1
26549,0
9972,1
13803,1
45720,1
48012,1
37374,1
56846,0
20698,1
40996,1
23999,1
28438,1
29460,1
14566,1
37979,1
22837,1
48639,1
56643,0
58100,0
42242,1
2608,0
27904,0
42796,1
33048,1
53654,0
35720,1
61252,0
32812,1
52954,0
41612,1
3058,0
24849,1
10145,1
19215,1
11892,1
1826,0
2972,0
57041,0
33361,1
40308,1
41969,1
52892,0
44553,1
38209,1
41487,1
57210,0
45011,1
58104,0
58122,0
58947,0
44878,1
24592,1
32450,1
18032,1
34201,1
34817,1
50882,1
37819,1
3489,1
50825,1
13722,1
47209,1
9392,1
36461,1
31859,1
8515,1
52407,0
31582,1
23025,1
42968,1
58114,0
61016,0
40607,1
48219,1
19407,1
16105,1
50357,1
42572,1
1782,0
47158,1
50779,1
37546,1
60051,0
135,0
24622,1
13083,1
32583,1
6416,1
38335,1
52990,0
15526,1
16478,1
2025,0
13079,1
20517,1
29512,1
51274,0
9953,1
11979,1
38108,1
54091,0
20262,1
12297,1
36620,1
45177,1
43186,1
61254,0
34591,1
23341,1
10798,1
24370,1
47341,1
57699,0
30544,1
54726,0
21109,1
28275,1
32998,1
13486,1
22640,1
15144,1
51836,0
5397,1
54970,0
14122,1
18513,1
22795,1
32572,1
35219,1
61177,0
32663,1
19444,1
2041,0
35003,1
46123,1
34656,1
37922,1
15783,1
43382,1
10444,1
20028,1
52966,0
36171,1
16989,1
39499,1
3972,1
31409,1
10512,1
14265,1
3160,0
17158,1
45791,1
45208,1
19710,1
47978,1
4035,1
16970,1
6843,1
41443,1
7744,1
55284,0
4503,1
14452,1
7184,1
7537,1
58431,0
11509,1
45456,1
25119,0
6463,1
38944,1
61376,0
61524,0
5924,1
58059,0
50509,1
60695,0
44980,1
13888,1
48570,1
55968,0
44504,1
33343,1
16008,1
19226,1
54101,0
44189,1
9721,1
6594,1
45617,1
19230,1
47384,1
18864,1
37905,1
36804,1
14888,1
19672,1
48706,1
44105,1
8539,1
23044,1
30362,1
47073,1
28140,0
279,0
56513,0
15855,1
1209,0
30289,1
38783,1
22916,1
20634,1
17419,1
60538,0
41702,1
770,0
28788,1
5474,1
30754,1
50588,1
5613,1
5928,1
31603,1
37303,1
43168,1
2692,0
39943,1
13290,1
52448,0
153,0
10176,1
47980,1
2233,0
24778,1
62114,0
45400,1
22234,1
28595,1
25571,0
19126,1
37128,1
41722,1
38991,1
2183,0
39333,1
26226,0
6170,1
24095,1
51240,0
23310,1
14713,1
4725,1
61674,0
4338,1
29802,1
37871,1
8141,1
57721,0
54909,0
31480,1
12979,1
12213,1
55392,0
58243,0
2732,0
55231,0
62000,0
17519,1
40494,1
3415,1
61169,0
38845,1
34138,1
21854,1
25867,0
44286,1
17297,1
48386,1
58082,0
22875,1
61416,0
4898,1
43072,1
14151,1
11740,1
4762,1
23926,1
42786,1
26371,0
51793,0
49214,1
61877,0
15680,1
32860,1
21640,1
28491,1
1798,0
36143,1
5257,1
590,0
15804,1
36517,1
26369,0
4924,1
26217,0
8631,1
15522,1
45247,1
44765,1
51252,0
11510,1
29993,1
57343,0
15979,1
20518,1
52137,0
43079,1
35151,1
20075,1
40367,1
17339,1
39920,1
54713,0
54724,0
29234,1
40016,1
31190,1
59725,0
36180,1
60294,0
58028,0
28584,1
51152,0
60788,0
26457,0
6108,1
19988,1
2690,0
57644,0
39062,1
40890,1
17277,1
55243,0
10684,1
21648,1
2187,0
35189,1
14679,1
35393,1
43551,1
30388,1
10209,1
24745,1
47228,1
29895,1
53765,0
5663,1
10212,1
16809,1
9063,1
12467,1
21410,1
35195,1
36172,1
20564,1
30227,1
27419,0
19482,1
35235,1
17248,1
23602,1
46106,1
56622,0
48407,1
29176,1
2825,0
38956,1
22080,1
37653,1
53238,0
8273,1
8051,1
35078,1
47615,1
39385,1
34743,1
4987,1
24603,1
43823,1
47318,1
38112,1
34960,1
54125,0
40626,1
15290,1
36844,1
60084,0
24168,1
1652,0
29560,1
37064,1
25684,0
52831,0
1066,0
59398,0
33158,1
4669,1
46423,1
2004,0
34712,1
60992,0
18104,1
43614,1
27092,0
30015,1
23611,1
4126,1
5036,1
52368,0
1296,0
62251,0
50123,1
33893,1
51490,0
26620,0
50761,1
51198,0
10653,1
23516,1
49252,1
30825,1
16732,1
54708,0
49466,1
30273,1
58643,0
62445,0
30909,1
15499,1
17560,1
47272,1
17205,1
9125,1
51953,0
2995,0
27281,0
22212,1
10885,1
52561,0
27444,0
50477,1
18541,1
23041,1
35034,1
42581,1
10066,1
49786,1
22644,1
22979,1
20430,1
60103,0
61026,0
47304,1
34158,1
24199,1
40721,1
12989,1
47595,1
1246,0
56124,0
23207,1
8236,1
55299,0
57374,0
13855,1
13789,1
40919,1
27246,0
27958,0
4378,1
52900,0
38771,1
30601,1
5266,1
41799,1
41202,1
61320,0
26972,0
32906,1
36988,1
6120,1
14517,1
212,0
16356,1
12536,1
49396,1
9466,1
34089,1
12320,1
10898,1
15902,1
28853,1
30878,1
7864,1
6125,1
35661,1
23744,1
26686,0
61996,0
5836,1
8018,1
27107,0
25770,0
26675,0
9439,1
16204,1
27854,0
25941,0
55569,0
58571,0
17847,1
29682,1
4013,1
53327,0
61428,0
10056,1
60997,0
44192,1
49592,1
18875,1
51165,0
56681,0
57532,0
55426,0
56103,0
20753,1
52573,0
48965,1
58651,0
43989,1
2902,0
17401,1
18212,1
30967,1
11913,1
37066,1
22515,1
35077,1
44817,1
56353,0
16794,1
9614,1
2095,0
41724,1
54022,0
2809,0
30788,1
19008,1
39810,1
32814,1
41946,1
48049,1
33879,1
43620,1
31166,1
19455,1
7863,1
15118,1
43145,1
58632,0
39757,1
13199,1
6439,1
10509,1
51306,0
23965,1
14822,1
50202,1
49461,1
1414,0
8471,1
61483,0
6823,1
7822,1
43390,1
37139,1
41560,1
55343,0
31620,1
10452,1
28067,0
9008,1
52219,0
41106,1
9379,1
44950,1
60014,0
46370,1
51197,0
30339,1
13899,1
56478,0
4040,1
22962,1
16354,1
53667,0
51377,0
53671,0
40045,1
54764,0
29454,1
36694,1
2983,0
38103,1
674,0
52866,0
18720,1
1040,0
48733,1
21532,1
59802,0
15313,1
39222,1
48869,1
41959,1
17754,1
33564,1
3453,1
31780,1
59012,0
41226,1
18869,1
57601,0
6615,1
10579,1
44061,1
51670,0
54142,0
40545,1
1588,0
23420,1
28316,1
34155,1
44047,1
52201,0
48015,1
31439,1
54956,0
3854,1
50222,1
44232,1
32390,1
53735,0
4744,1
45402,1
38982,1
47834,1
44338,1
31837,1
42114,1
27702,0
18119,1
48256,1
7251,1
16218,1
7874,1
31219,1
2281,0
4297,1
24729,1
45479,1
34482,1
3754,1
10718,1
37458,1
5250,1
28495,1
27200,0
7408,1
16211,1
40516,1
4052,1
50150,1
6490,1
53196,0
14282,1
60679,0
36658,1
56909,0
9702,1
36262,1
49345,1
15950,1
49425,1
51856,0
29441,1
12863,1
5179,1
21513,1
27697,0
29229,1
52755,0
60795,0
17074,1
42012,1
45423,1
463,0
52409,0
11347,1
5059,1
37766,1
12817,1
29401,1
57676,0
22568,1
26380,0
57541,0
50617,1
49351,1
27102,0
31420,1
17885,1
36549,1
40118,1
27158,0
30670,1
32612,1
43175,1
10907,1
7273,1
46890,1
21524,1
30502,1
57398,0
29448,1
41525,1
16997,1
35723,1
12107,1
23229,1
24873,1
51083,1
6270,1
14457,1
21333,1
1433,0
28945,1
16122,1
62400,0
38676,1
51684,0
39074,1
55408,0
3399,1
22093,1
43452,1
38117,1
58231,0
27894,0
50024,1
52242,0
4893,1
41449,1
33876,1
49117,1
11891,1
47427,1
6949,1
28466,1
37344,1
47201,1
44601,1
56375,0
38365,1
15211,1
3542,1
38822,1
22281,1
56220,0
36824,1
27413,0
55637,0
2976,0
29987,1
46974,1
36303,1
16378,1
45157,1
17080,1
62093,0
15105,1
17240,1
14973,1
32326,1
62622,0
46221,1
39937,1
9342,1
44205,1
35909,1
23137,1
12446,1
13439,1
57953,0
11592,1
8188,1
11503,1
23216,1
37901,1
55653,0
32109,1
38043,1
43217,1
56660,0
17507,1
55395,0
34934,1
35269,1
37734,1
2357,0
18783,1
45905,1
54480,0
26376,0
39536,1
61017,0
24180,1
21265,1
34683,1
22074,1
1586,0
13460,1
47680,1
40402,1
9138,1
50491,1
61278,0
54752,0
30479,1
1366,0
36916,1
12180,1
56155,0
10162,1
11129,1
13444,1
51499,0
4616,1
54798,0
2655,0
60531,0
43905,1
23402,1
59805,0
18634,1
39839,1
34936,1
46303,1
50481,1
43242,1
53393,0
29730,1
27831,0
14829,1
56422,0
34974,1
13080,1
5778,1
45083,1
60786,0
59004,0
49760,1
38314,1
38173,1
48058,1
16060,1
20193,1
57032,0
10556,1
12631,1
7969,1
27531,0
56486,0
24312,1
27225,0
38478,1
48115,1
58171,0
34609,1
54415,0
15768,1
41557,1
9623,1
41556,1
7350,1
29201,1
30341,1
35977,1
24092,1
38699,1
20690,1
17371,1
30368,1
39923,1
58498,0
1665,0
39285,1
16490,1
52865,0
36548,1
4906,1
36650,1
11115,1
4120,1
55913,0
33215,1
26573,0
109,0
14866,1
58607,0
807,0
48508,1
58274,0
51655,0
22346,1
26104,0
59698,0
19793,1
31247,1
47229,1
43782,1
27946,0
57411,0
12433,1
5208,1
31654,1
50407,1
38500,1
664,0
45808,1
23598,1
25026,0
10072,1
1548,0
49992,0
45649,1
20365,1
48710,1
11063,1
16064,1
11520,1
15330,1
42998,1
57063,0
9556,1
22491,1
52744,0
57972,0
31951,1
16500,1
18049,1
33492,1
61011,0
28187,1
21575,1
11080,1
7843,1
27987,0
21287,1
9496,1
22249,1
28561,1
26279,0
40745,1
26812,0
21391,1
4030,1
42666,1
48796,1
52415,0
29732,1
29287,1
30939,1
24257,1
9714,1
4220,1
23790,1
42413,1
51882,0
5837,1
5959,1
54117,0
10666,1
62537,0
19442,1
47548,1
27101,0
57364,0
14410,1
34801,1
14718,1
36454,1
52171,0
33318,1
51790,0
19064,1
29430,1
1180,0
43715,1
57941,0
49131,1
10418,1
8976,1
22836,1
11166,1
29724,1
51384,0
18776,1
29472,1
22707,1
16700,1
33136,1
29350,1
21378,1
4960,1
32187,1
30279,1
47238,1
20253,1
41179,1
46149,1
48909,1
1090,0
16987,1
36587,1
53395,0
40389,1
19294,1
36190,1
49283,1
45583,1
2723,0
14925,1
21442,1
10282,1
29480,1
54079,0
55422,0
38330,1
36777,1
39208,1
24772,1
12736,1
41410,1
32500,1
55580,0
58317,0
59016,0
45319,1
29255,1
62299,0
44131,1
9364,1
37106,1
47536,1
3928,1
6464,1
35040,1
49890,1
7413,1
20637,1
61706,0
20421,1
10516,1
57235,0
35136,1
22974,1
55707,0
48949,1
57476,0
52714,0
60965,0
42582,1
14825,1
17031,1
53796,0
57825,0
23339,1
27109,0
48403,1
14608,1
10879,1
5715,1
52363,0
44978,1
50165,1
56262,0
37837,1
7708,1
52051,0
4290,1
61159,0
27782,0
59167,0
43912,1
16814,1
56639,0
46510,1
2708,0
26507,0
24457,1
1292,0
57518,0
47621,1
58850,0
62289,0
25789,0
29691,1
37132,1
640,0
30921,1
7378,1
58458,0
54246,0
1142,0
18219,1
35776,1
10884,1
37725,1
49210,1
51895,0
28424,1
38284,1
56290,0
56318,0
31901,1
58404,0
6880,1
13265,1
61071,0
52358,0
34405,1
39484,1
55280,0
45039,1
54007,0
52696,0
15870,1
12348,1
12980,1
51741,0
11345,1
40459,1
38640,1
14842,1
44641,1
59835,0
34575,1
52536,0
1439,0
32457,1
8161,1
7559,1
54371,0
35906,1
1948,0
14642,1
27298,0
37108,1
32905,1
6507,1
33072,1
61414,0
2504,0
53165,0
46960,1
51245,0
19982,1
70,0
30365,1
3437,1
10312,1
56646,0
8472,1
33006,1
33911,1
28581,1
32598,1
62055,0
37485,1
32966,1
15699,1
38425,1
50526,1
32067,1
17427,1
26360,0
32147,1
623,0
12396,1
18037,1
16269,1
18644,1
18802,1
57787,0
43057,1
39758,1
62228,0
54288,0
49814,1
35319,1
46362,1
12077,1
30954,1
14953,1
48370,1
7469,1
20311,1
5532,1
14601,1
59414,0
37293,1
47949,1
26797,0
34720,1
29150,1
49887,1
17736,1
59372,0
16917,1
13148,1
2138,0
27665,0
36785,1
38496,1
22480,1
7312,1
38846,1
16031,1
18661,1
57168,0
58910,0
204,0
11732,1
31384,1
25784,0
53260,0
40205,1
8667,1
32007,1
55061,0
38665,1
852,0
21519,1
17089,1
2785,0
47806,1
47174,1
59714,0
44877,1
48817,1
25382,0
60190,0
16551,1
54058,0
23320,1
40434,1
5228,1
23973,1
20035,1
34259,1
29824,1
24455,1
39900,1
46736,1
20525,1
20990,1
39615,1
10613,1
38007,1
16263,1
39797,1
18007,1
12609,1
58879,0
698,0
24060,1
13035,1
41031,1
61773,0
43859,1
58451,0
52758,0
29618,1
35688,1
34335,1
29803,1
10217,1
46052,1
9023,1
20553,1
2323,0
60430,0
18678,1
43799,1
2036,0
19157,1
21759,1
38189,1
35179,1
39383,1
37753,1
45503,1
11383,1
18061,1
55427,0
24459,1
40219,1
31899,1
21523,1
46652,1
2918,0
40447,1
39713,1
39736,1
57342,0
24417,1
52786,0
51093,1
46016,1
4169,1
12682,1
4202,1
37087,1
35062,1
36780,1
17223,1
12611,1
26448,0
52880,0
7311,1
56747,0
17906,1
19851,1
37432,1
51386,0
33042,1
8549,1
40935,1
55216,0
59405,0
18163,1
41039,1
48342,1
37531,1
36862,1
30949,1
15761,1
33576,1
5956,1
30458,1
25670,0
61900,0
6908,1
46999,1
29728,1
17793,1
4154,1
60717,0
1901,0
62200,0
47004,1
267,0
24771,1
56356,0
42335,1
24105,1
7814,1
42920,1
6583,1
17503,1
6992,1
30648,1
27507,0
37570,1
29808,1
41877,1
29246,1
42347,1
31464,1
15044,1
39762,1
50023,1
57864,0
60871,0
33571,1
38486,1
50450,1
18408,1
44744,1
3884,1
50485,1
10307,1
3802,1
62615,0
55627,0
31550,1
6608,1
2845,0
33424,1
25143,0
12565,1
39061,1
45196,1
22548,1
53862,0
62567,0
1337,0
1210,0
47170,1
50985,1
46642,1
13105,1
8548,1
34564,1
7379,1
46238,1
45147,1
37193,1
25510,0
32152,1
51391,0
29556,1
18097,1
56915,0
16946,1
13638,1
59085,0
2031,0
15999,1
45897,1
46745,1
32730,1
5564,1
58462,0
27337,0
10442,1
11875,1
60434,0
5429,1
52433,0
61558,0
29362,1
10583,1
49870,1
30780,1
62046,0
15534,1
49472,1
37666,1
30033,1
36888,1
26080,0
44777,1
10205,1
18676,1
41589,1
43532,1
37310,1
32001,1
45911,1
54177,0
44290,1
10012,1
17957,1
34540,1
36118,1
34416,1
38035,1
29830,1
48343,1
44647,1
55334,0
17122,1
43021,1
40518,1
39545,1
17967,1
45434,1
45605,1
42931,1
56722,0
53691,0
604,0
36558,1
46636,1
60204,0
31785,1
27147,0
41293,1
26214,0
54810,0
17921,1
17414,1
22743,1
46075,1
5294,1
32990,1
26166,0
39372,1
3623,1
32847,1
60407,0
8794,1
61508,0
27026,0
15371,1
28254,1
60127,0
11485,1
27064,0
26785,0
22775,1
12997,1
37542,1
2194,0
28400,1
24469,1
15984,1
27955,0
31398,1
5471,1
40492,1
12617,1
42310,1
56949,0
14002,1
36827,1
47559,1
58937,0
53376,0
28624,1
8830,1
52958,0
37683,1
442,0
59683,0
36146,1
55969,0
12926,1
53084,0
62068,0
9121,1
54720,0
10851,1
47378,1
24948,1
15911,1
41371,1
23249,1
34018,1
61525,0
47071,1
26622,0
57490,0
54890,0
22790,1
11552,1
21541,1
20532,1
55163,0
22415,1
19708,1
9293,1
5661,1
46208,1
32669,1
4889,1
13286,1
19593,1
39170,1
17553,1
38743,1
9567,1
17066,1
23454,1
61768,0
47985,1
14289,1
14250,1
26737,0
44392,1
30656,1
33475,1
23094,1
6484,1
55221,0
3351,1
40873,1
27740,0
31885,1
53083,0
43067,1
10982,1
62160,0
25356,0
6829,1
29270,1
27628,0
37800,1
50874,1
5667,1
23498,1
61690,0
60934,0
42807,1
4981,1
17088,1
48209,1
12668,1
41775,1
52377,0
29497,1
31615,1
271,0
7407,1
38216,1
29753,1
12974,1
25896,0
27194,0
43919,1
13232,1
39823,1
57454,0
22606,1
33688,1
29422,1
32880,1
28965,1
4707,1
52303,0
21472,1
41664,1
4442,1
1789,0
7693,1
12406,1
27792,0
17800,1
45881,1
56665,0
37846,1
56128,0
7573,1
30587,1
27393,0
1904,0
36274,1
54190,0
50958,1
59645,0
43924,1
49079,1
25530,0
4713,1
40196,1
16448,1
35995,1
39707,1
31749,1
36015,1
50983,1
54447,0
35560,1
44218,1
205,0
42596,1
42516,1
11725,1
9451,1
55289,0
48457,1
36473,1
33471,1
32201,1
29195,1
59746,0
1916,0
49973,1
62582,0
43961,1
57964,0
45761,1
60858,0
49712,1
7401,1
15720,1
49521,1
41762,1
9934,1
13552,1
18332,1
35581,1
27307,0
17775,1
16802,1
18338,1
49575,1
1695,0
37817,1
51115,1
15619,1
9357,1
20867,1
42161,1
60754,0
60300,0
47419,1
31710,1
10084,1
36659,1
45021,1
21187,1
53787,0
27722,0
26947,0
9422,1
48988,1
49555,1
54525,0
17095,1
33283,1
31944,1
4223,1
326,0
3849,1
32174,1
56768,0
33906,1
52398,0
48246,1
21521,1
58720,0
11436,1
27394,0
26473,0
19848,1
37173,1
8597,1
14191,1
19315,1
47866,1
44321,1
57958,0
25905,0
6805,1
19100,1
58003,0
53452,0
36891,1
51339,0
18689,1
31876,1
45125,1
12552,1
37835,1
13995,1
6491,1
49981,1
32922,1
56530,0
62330,0
22255,1
27096,0
55803,0
23783,1
54092,0
10315,1
8735,1
30308,1
28170,0
35225,1
47839,1
17050,1
12272,1
22607,1
5043,1
27788,0
58713,0
32609,1
52685,0
10874,1
28193,1
6831,1
24931,1
37936,1
25535,0
55073,0
5513,1
22476,1
26943,0
23532,1
12149,1
56827,0
15474,1
10267,1
53005,0
26520,0
60008,0
19185,1
59319,0
57180,0
38531,1
52236,0
46040,1
27441,0
48939,1
51334,0
33984,1
33733,1
4732,1
19266,1
26589,0
48848,1
35945,1
32482,1
32551,1
19922,1
53167,0
54616,0
6684,1
20576,1
45637,1
8038,1
43805,1
179,0
18532,1
6593,1
61782,0
27032,0
32371,1
4367,1
7482,1
21641,1
21504,1
1265,0
8643,1
45053,1
56521,0
60369,0
21939,1
31231,1
51627,0
53722,0
21806,1
10965,1
2742,0
7437,1
30218,1
59815,0
40332,1
55491,0
41176,1
23663,1
44705,1
27703,0
4629,1
59697,0
4285,1
11556,1
2906,0
33923,1
62227,0
14816,1
27055,0
37439,1
16891,1
27153,0
1000,0
26646,0
5821,1
12986,1
60076,0
4088,1
61289,0
12475,1
56339,0
31351,1
27126,0
34864,1
18159,1
42856,1
41455,1
8395,1
6142,1
3993,1
765,0
199,0
16574,1
17193,1
29022,1
39234,1
55648,0
43623,1
6489,1
45198,1
57529,0
27067,0
58538,0
2663,0
24554,1
21346,1
39254,1
28989,1
39984,1
2503,0
52893,0
53565,0
51702,0
58067,0
26399,0
20392,1
3809,1
42949,1
16507,1
48162,1
631,0
15893,1
53582,0
13403,1
61211,0
52869,0
16778,1
29613,1
36573,1
26390,0
17746,1
49315,1
9544,1
6909,1
31822,1
11059,1
7445,1
17877,1
45865,1
8221,1
4604,1
4313,1
46363,1
31357,1
12238,1
25000,0
58798,0
52985,0
56416,0
27120,0
2537,0
10039,1
24600,1
45982,1
26615,0
21543,1
51006,1
40451,1
13743,1
47028,1
33435,1
49655,1
54263,0
52521,0
701,0
18785,1
39031,1
6612,1
42975,1
1267,0
697,0
55669,0
30972,1
42983,1
23013,1
61499,0
29873,1
16901,1
44933,1
60500,0
20543,1
116,0
56182,0
12627,1
8841,1
26178,0
32004,1
3162,0
8454,1
14286,1
15219,1
50475,1
25509,0
3434,1
43688,1
56125,0
37166,1
47799,1
61521,0
320,0
31618,1
53044,0
31038,1
28343,1
22459,1
43609,1
50986,1
148,0
30005,1
60559,0
35852,1
34006,1
19200,1
21043,1
34808,1
56848,0
23897,1
7996,1
60004,0
48922,1
48664,1
46542,1
32188,1
12676,1
9756,1
50562,1
59943,0
15616,1
6894,1
58117,0
33591,1
28308,1
615,0
44829,1
47835,1
10334,1
46519,1
39558,1
20162,1
15032,1
4301,1
3694,1
60360,0
54449,0
12702,1
61062,0
57213,0
49951,1
31523,1
9247,1
9586,1
9221,1
37826,1
5575,1
44235,1
8110,1
38376,1
33562,1
47948,1
16488,1
2747,0
14050,1
575,0
34804,1
37038,1
831,0
40883,1
53081,0
41323,1
47997,1
28361,1
32563,1
57720,0
6800,1
44322,1
51840,0
61803,0
49752,1
16531,1
31378,1
7617,1
5923,1
48113,1
61382,0
59220,0
23238,1
9419,1
3209,1
42511,1
54429,0
26645,0
16397,1
51609,0
44517,1
50885,1
48072,1
38027,1
19662,1
21019,1
24088,1
34160,1
15634,1
45534,1
59090,0
45342,1
23149,1
51959,0
17309,1
7370,1
28913,1
27530,0
37010,1
49279,1
30713,1
38582,1
19657,1
38036,1
39861,1
53215,0
9369,1
22891,1
30531,1
61347,0
56952,0
10502,1
38445,1
20159,1
38806,1
9111,1
60239,0
60005,0
48673,1
51207,0
54767,0
42454,1
37724,1
18651,1
52,0
54881,0
32120,1
62458,0
40471,1
24594,1
17810,1
56170,0
14309,1
38867,1
44954,1
37580,1
30642,1
46091,1
59646,0
10726,1
2563,0
1886,0
20017,1
55896,0
8217,1
43327,1
27994,0
21165,1
36391,1
39123,1
44632,1
45690,1
58668,0
44252,1
15134,1
10460,1
57485,0
19250,1
50977,1
35015,1
35872,1
30634,1
9150,1
10722,1
39834,1
15819,1
20647,1
57127,0
48092,1
40914,1
40677,1
50251,1
53521,0
21666,1
49171,1
49635,1
6713,1
60777,0
2533,0
15380,1
50034,1
35839,1
38979,1
48212,1
57,0
20577,1
13340,1
52155,0
3021,0
11721,1
4237,1
20603,1
12141,1
6620,1
2933,0
22332,1
8381,1
33663,1
53458,0
9849,1
44140,1
27610,0
49339,1
12525,1
49907,1
53944,0
52218,0
33519,1
7884,1
22816,1
22544,1
445,0
7757,1
11526,1
61225,0
55626,0
14569,1
10303,1
42791,1
19209,1
28317,1
7127,1
1735,0
43691,1
51315,0
39661,1
31361,1
29529,1
31368,1
40042,1
39783,1
16014,1
30643,1
37996,1
51486,0
4870,1
43732,1
17595,1
21439,1
35203,1
22005,1
33827,1
51033,1
61903,0
1288,0
20223,1
31562,1
23863,1
54716,0
36081,1
24741,1
53358,0
32519,1
