,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
29043,22.51,47.22,133,400,13225,20079,939.642,2.03,2.11,14.0,2.183,0.049,4049
1875,23.581,53.81,79,400,13109,19972,939.595,1.03,1.07,7.09,1.106,0.025,1875
20683,8.042,51.5,1050,400,13013,19472,938.709,2.65,2.75,18.21,2.84,0.064,20683
62176,-21.915,12.2,60000,835,12591,18268,936.708,132.83,148.4,888.1,154.992,13.309,5290
48836,26.9,48.04,1410,408,12977,19378,938.702,1.76,1.83,12.12,1.89,0.043,23842
3059,10.865,51.89,162,400,13167,20005,939.679,0.86,0.9,5.93,0.925,0.021,3059
57734,3.073,46.33,92,409,12774,20647,937.57,1.84,1.91,12.67,1.976,0.045,848
20768,6.735,48.95,1203,400,12970,19423,938.7,2.08,2.17,14.35,2.237,0.051,20768
13819,18.57,47.35,1138,508,12853,19450,938.883,1.88,1.95,12.92,2.015,0.046,13819
1406,26.373,55.69,27,400,13092,19986,939.665,0.89,0.92,6.1,0.952,0.021,1406
54902,27.39,38.71,0,400,13450,21308,937.386,1.97,2.05,13.57,2.116,0.048,3760
61403,19.138,23.28,31104,702,12660,18770,936.9,0.55,0.57,3.81,0.593,0.013,4517
18161,18.909,52.35,1153,400,12908,19430,938.71,1.7,1.77,11.73,1.829,0.041,18161
33232,19.22,51.13,334,400,13097,19926,939.403,0.28,0.29,1.92,0.299,0.007,8238
20220,14.325,53.9,1159,400,12939,19441,938.725,2.12,2.2,14.6,2.277,0.051,20220
41287,25.37,48.82,1193,429,12875,19426,938.779,1.63,1.7,11.23,1.751,0.04,16293
9929,-3.293,52.1,695,707,12773,19566,939.13,2.6,2.7,17.88,2.788,0.063,9929
35579,25.54,50.97,921,657,12797,19505,939.086,2.35,2.44,16.14,2.518,0.057,10585
15507,12.134,47.16,1128,415,12878,19448,938.824,1.5,1.55,10.29,1.605,0.036,15507
33111,20.96,49.98,302,400,13116,19962,939.358,0.35,0.36,2.38,0.372,0.008,8117
32960,18.55,55.29,306,400,13112,19967,939.422,0.33,0.34,2.24,0.35,0.008,7966
36020,26.53,47.72,1032,641,12801,19483,939.083,2.26,2.35,15.54,2.424,0.055,11026
31946,18.6,56.12,222,400,13134,20020,939.606,0.65,0.67,4.45,0.694,0.016,6952
31466,18.96,55.46,207,400,13149,20056,939.626,0.67,0.7,4.64,0.723,0.016,6472
30583,21.77,50.68,27,400,13258,20226,939.753,2.23,2.32,15.34,2.393,0.054,5589
47966,24.41,53.89,1291,400,12970,19409,938.704,1.78,1.85,12.25,1.911,0.043,22972
59091,-4.614,41.55,109,400,12792,20610,937.35,1.8,1.87,12.36,1.928,0.044,2205
31692,19.19,53.83,225,400,13140,20043,939.612,0.65,0.67,4.45,0.694,0.016,6698
43900,26.44,50.23,1117,400,12926,19449,938.72,1.91,1.98,13.12,2.046,0.046,18906
43664,26.71,48.82,1182,400,12917,19429,938.729,1.48,1.54,10.2,1.591,0.036,18670
45621,24.55,51.96,929,400,13029,19497,938.7,3.25,3.38,22.37,3.488,0.079,20627
62375,-16.152,11.92,2653,400,13541,20002,936.688,0.67,0.7,4.62,0.721,0.016,5489
3349,7.245,62.09,266,400,13146,19951,939.664,1.86,1.93,12.79,1.995,0.045,3349
17518,16.224,53.77,1118,400,12906,19448,938.754,1.57,1.63,10.83,1.688,0.038,17518
2427,18.349,49.67,24,400,13205,20138,939.616,1.12,1.16,7.71,1.202,0.027,2427
50715,40.19,13.94,0,1393,12875,20525,930.899,1.01,1.05,6.97,1.088,0.025,727
33967,18.5,56.64,370,400,13051,19887,939.251,0.33,0.34,2.28,0.356,0.008,8973
39911,25.03,50.95,1203,472,12855,19430,938.824,1.93,2.01,13.3,2.074,0.047,14917
14817,13.852,53.4,1134,451,12864,19451,938.842,1.7,1.77,11.71,1.826,0.041,14817
43885,24.54,53.49,1186,415,12913,19433,938.7,1.49,1.55,10.28,1.603,0.036,18891
1357,26.553,55.49,0,400,13119,20022,939.702,0.59,0.61,4.05,0.632,0.014,1357
36321,24.55,51.92,1057,643,12801,19459,939.094,1.77,1.84,12.19,1.9,0.043,11327
11069,7.078,48.73,1025,646,12795,19473,939.107,2.09,2.18,14.42,2.248,0.051,11069
58682,-4.089,43.99,162,432,12764,20556,937.408,1.96,2.04,13.52,2.108,0.048,1796
48029,24.38,54.0,1389,423,12967,19385,938.718,1.85,1.92,12.73,1.985,0.045,23035
2498,17.566,47.18,16,400,13217,20165,939.604,0.92,0.96,6.33,0.987,0.022,2498
28975,22.39,47.51,128,400,13231,20093,939.656,2.02,2.1,13.94,2.173,0.049,3981
21917,-11.795,48.18,1367,409,12955,19388,938.73,1.86,1.94,12.84,2.001,0.045,21917
2167,21.025,53.52,0,400,13191,20122,939.61,0.79,0.82,5.44,0.849,0.019,2167
54454,25.95,48.76,213,446,12760,20493,937.415,1.36,1.41,9.34,1.456,0.033,3312
27503,18.54,49.42,45,400,13197,20134,939.621,1.02,1.06,7.04,1.098,0.025,2509
28160,18.98,49.97,199,400,13137,19973,939.635,0.87,0.9,5.98,0.933,0.021,3166
46663,26.56,49.22,1362,401,12963,19400,938.706,2.34,2.43,16.09,2.509,0.057,21669
41482,24.64,53.05,1151,401,12888,19442,938.765,1.88,1.96,12.96,2.021,0.046,16488
20081,15.845,52.62,1195,404,12925,19414,938.748,1.28,1.33,8.8,1.372,0.031,20081
49379,26.91,47.74,1300,405,12991,19402,938.804,1.93,2.01,13.29,2.073,0.047,24385
29791,19.82,54.37,37,400,13247,20180,939.641,2.36,2.46,16.26,2.536,0.057,4797
62538,2.276,15.96,1182,400,13668,20375,936.686,0.67,0.7,4.61,0.719,0.016,5652
47983,26.53,49.46,1306,402,12974,19405,938.733,1.84,1.91,12.65,1.973,0.045,22989
61111,19.702,35.72,9698,400,12877,19327,936.859,0.44,0.45,3.0,0.468,0.011,4225
3289,7.993,63.83,204,400,13181,20014,939.7,2.3,2.39,15.81,2.465,0.056,3289
52130,28.49,43.09,79,400,12789,20666,937.538,2.19,2.27,15.07,2.349,0.053,988
58638,-4.111,47.46,104,404,12781,20620,937.394,1.75,1.82,12.07,1.882,0.043,1752
33987,20.46,53.62,350,400,13068,19913,939.266,0.5,0.52,3.45,0.537,0.012,8993
29286,22.51,47.34,101,400,13230,20117,939.65,1.88,1.95,12.94,2.017,0.046,4292
55717,54.38,19.09,32804,669,12676,18747,936.894,0.86,0.89,5.93,0.924,0.021,4575
41346,25.57,47.88,1210,425,12873,19423,938.764,1.73,1.8,11.9,1.856,0.042,16352
4009,-0.556,52.79,128,400,13217,20081,939.616,2.0,2.08,13.76,2.146,0.048,4009
4372,-4.158,53.71,113,400,13218,20100,939.652,2.06,2.14,14.19,2.213,0.05,4372
60023,19.279,49.0,205,429,12770,20522,937.376,1.49,1.55,10.25,1.598,0.036,3137
59633,16.36,42.23,154,415,12779,20565,937.364,2.01,2.09,13.82,2.154,0.049,2747
54031,25.98,48.32,180,429,12772,20532,937.399,1.73,1.79,11.89,1.853,0.042,2889
49894,24.24,54.51,1304,411,12985,19394,938.834,1.56,1.63,10.77,1.68,0.038,24900
36615,24.61,52.09,1103,625,12801,19454,939.056,1.71,1.78,11.77,1.835,0.041,11621
38421,24.68,52.58,1166,530,12838,19439,938.883,1.79,1.86,12.33,1.922,0.043,13427
49489,26.71,48.54,1323,401,12990,19401,938.802,1.94,2.02,13.37,2.086,0.047,24495
7697,-4.085,56.38,298,400,13115,19971,939.432,0.36,0.37,2.45,0.381,0.009,7697
32355,18.4,56.32,260,400,13129,20006,939.492,0.48,0.5,3.32,0.518,0.012,7361
4161,-2.147,47.74,123,400,13230,20100,939.66,2.01,2.09,13.83,2.156,0.049,4161
26314,17.4,49.24,0,400,13107,19997,939.721,0.49,0.51,3.4,0.53,0.012,1320
25095,11.08,55.16,20,408,12532,19621,939.775,0.09,0.29,0.17,0.332,0.189,101
8398,-4.635,50.29,322,400,13102,19939,939.386,0.39,0.41,2.69,0.419,0.009,8398
24431,-3.343,48.96,1327,403,12996,19409,938.813,2.08,2.16,14.34,2.236,0.051,24431
31230,19.18,55.52,171,400,13166,20100,939.656,0.95,0.99,6.54,1.02,0.023,6236
62623,18.012,15.78,650,400,13703,20546,936.673,0.66,0.69,4.57,0.713,0.016,5737
42554,24.85,52.17,1172,400,12895,19441,938.74,1.38,1.43,9.49,1.479,0.033,17560
55587,48.38,22.91,13656,544,12740,19099,936.903,0.95,0.98,6.51,1.015,0.023,4445
1802,24.132,51.86,58,400,13112,19994,939.636,0.62,0.64,4.26,0.664,0.015,1802
58455,-5.884,47.01,82,400,12786,20644,937.454,1.79,1.86,12.29,1.917,0.043,1569
19110,20.758,47.4,1203,400,12923,19428,938.719,1.6,1.66,10.99,1.715,0.039,19110
38587,25.4,48.44,1166,538,12835,19441,938.868,1.74,1.8,11.96,1.865,0.042,13593
24317,-6.718,48.05,1289,400,13001,19414,938.799,2.16,2.24,14.85,2.315,0.052,24317
48010,25.0,51.22,1354,425,12964,19389,938.717,1.99,2.07,13.69,2.135,0.048,23016
39079,24.73,52.54,1113,493,12850,19445,938.895,1.81,1.88,12.44,1.94,0.044,14085
40580,24.66,52.79,1191,427,12875,19445,938.818,2.25,2.34,15.49,2.416,0.055,15586
58329,-7.785,46.2,86,403,12782,20634,937.457,1.76,1.83,12.09,1.886,0.043,1443
13090,20.778,48.36,1086,529,12834,19455,938.902,2.45,2.54,16.85,2.628,0.059,13090
22433,-18.261,53.87,1329,400,12971,19392,938.718,1.59,1.65,10.95,1.708,0.039,22433
56683,53.09,12.85,1825,400,13644,20214,936.671,0.81,0.84,5.59,0.871,0.02,5541
40680,27.11,47.29,1210,424,12871,19424,938.793,1.89,1.96,13.01,2.028,0.046,15686
12035,17.04,49.92,1120,605,12816,19456,939.021,2.05,2.13,14.09,2.198,0.05,12035
57771,1.196,40.63,83,400,12784,20664,937.55,2.14,2.22,14.73,2.297,0.052,885
34809,24.18,52.3,711,914,12672,19558,939.176,2.5,2.6,17.22,2.685,0.061,9815
10676,2.809,53.27,912,650,12795,19497,939.1,2.34,2.44,16.14,2.516,0.057,10676
14260,16.435,51.75,1092,481,12858,19449,938.882,1.77,1.84,12.19,1.901,0.043,14260
52111,26.33,46.53,94,400,12788,20659,937.546,2.15,2.23,14.8,2.308,0.052,969
11938,16.214,53.39,1120,604,12815,19449,939.042,2.32,2.41,15.98,2.491,0.056,11938
51770,28.69,42.62,52,400,12824,20708,937.498,2.27,2.36,15.64,2.439,0.055,628
18205,19.074,47.47,1178,403,12915,19437,938.707,1.69,1.75,11.62,1.812,0.041,18205
4939,-8.066,48.9,27,400,13253,20192,939.711,2.28,2.36,15.66,2.443,0.055,4939
27381,20.37,46.96,15,400,13210,20142,939.608,0.93,0.97,6.4,0.999,0.023,2387
55084,27.84,62.09,600,400,13137,20545,937.077,1.12,1.16,7.68,1.198,0.027,3942
4772,-7.178,47.68,44,400,13248,20171,939.657,2.5,2.6,17.22,2.685,0.061,4772
37836,26.0,52.59,1011,534,12847,19485,938.893,2.0,2.08,13.8,2.152,0.049,12842
3690,3.078,49.43,276,400,13138,19938,939.676,1.61,1.67,11.08,1.728,0.039,3690
59457,8.423,41.92,151,418,12778,20565,937.308,1.73,1.8,11.92,1.859,0.042,2571
61666,6.201,18.48,0,400,13637,21367,936.812,1.17,1.22,8.06,1.257,0.028,4780
23059,-21.971,48.14,1323,400,12978,19404,938.72,1.77,1.84,12.17,1.897,0.043,23059
5371,-9.217,48.78,31,400,13243,20202,939.739,2.45,2.54,16.84,2.626,0.059,5371
12041,17.089,51.95,1134,606,12814,19456,939.024,2.19,2.27,15.06,2.349,0.053,12041
17830,17.555,48.79,1117,400,12910,19450,938.716,1.74,1.81,12.0,1.871,0.042,17830
13341,20.315,47.17,1115,522,12841,19454,938.889,1.83,1.9,12.58,1.961,0.044,13341
25926,15.66,50.65,0,400,13024,19932,939.753,0.18,0.19,1.26,0.197,0.004,932
11224,8.818,53.62,1059,646,12801,19464,939.085,2.11,2.19,14.52,2.264,0.051,11224
45887,26.75,48.31,1344,411,12951,19404,938.693,2.15,2.24,14.83,2.312,0.052,20893
55755,56.56,16.96,41426,835,12582,18600,936.901,0.87,0.91,6.0,0.936,0.021,4613
54547,28.59,41.3,65,400,12937,20658,937.432,1.92,2.0,13.24,2.065,0.047,3405
50488,41.28,13.81,331,8155,12080,19786,930.908,1.36,1.42,9.39,1.465,0.033,500
39760,26.5,49.79,1076,439,12870,19449,938.871,1.78,1.85,12.26,1.912,0.043,14766
40186,26.77,48.16,1105,434,12875,19457,938.794,2.04,2.12,14.05,2.192,0.049,15192
38428,24.55,53.08,1174,528,12838,19437,938.867,1.89,1.97,13.03,2.032,0.046,13434
54489,28.87,42.45,205,422,12770,20530,937.418,1.72,1.79,11.85,1.847,0.042,3347
2722,14.98,47.76,77,400,13195,20094,939.643,1.19,1.24,8.22,1.281,0.029,2722
1760,24.431,55.12,34,400,13122,20015,939.6,0.76,0.79,5.24,0.817,0.018,1760
38404,27.16,46.79,1174,531,12833,19423,938.879,1.51,1.57,10.4,1.622,0.037,13410
43381,27.08,47.38,1210,400,12913,19424,938.72,1.96,2.03,13.46,2.099,0.047,18387
10803,4.148,54.0,975,659,12794,19486,939.071,2.25,2.34,15.51,2.418,0.055,10803
18170,18.943,53.34,1180,408,12907,19433,938.696,1.59,1.65,10.94,1.706,0.039,18170
4153,-2.066,48.82,128,400,13225,20090,939.643,1.74,1.81,11.97,1.867,0.042,4153
4008,-0.545,52.63,133,400,13219,20082,939.618,1.97,2.04,13.53,2.11,0.048,4008
53346,28.75,41.6,105,400,12798,20621,937.338,1.76,1.83,12.14,1.894,0.043,2204
55929,43.11,18.49,0,400,13645,21368,936.799,0.93,0.96,6.39,0.996,0.023,4787
16332,12.506,48.28,1132,400,12890,19451,938.743,2.03,2.11,13.99,2.181,0.049,16332
48560,24.57,53.42,1400,409,12971,19379,938.698,1.69,1.76,11.63,1.814,0.041,23566
28635,20.57,54.94,346,400,13096,19862,939.687,1.35,1.4,9.29,1.448,0.033,3641
19171,20.702,47.36,1243,416,12919,19416,938.714,1.45,1.5,9.96,1.554,0.035,19171
50643,40.6,13.92,0,850,13174,20606,930.921,1.04,1.08,7.13,1.112,0.025,655
45816,25.93,52.93,1199,400,12971,19432,938.714,2.0,2.08,13.75,2.144,0.048,20822
41659,24.68,52.85,1147,404,12884,19444,938.767,1.84,1.91,12.67,1.976,0.045,16665
47507,26.71,48.63,1339,400,12966,19401,938.748,1.93,2.0,13.25,2.067,0.047,22513
34859,24.0,53.19,686,788,12735,19573,939.158,2.77,2.88,19.06,2.973,0.067,9865
33200,19.53,57.07,305,400,13119,19955,939.385,0.26,0.27,1.77,0.275,0.006,8206
17284,15.282,51.28,1117,400,12905,19450,938.768,1.62,1.69,11.17,1.742,0.039,17284
31018,21.94,49.18,141,400,13191,20132,939.669,1.53,1.59,10.54,1.643,0.037,6024
23854,-16.686,50.14,1413,410,12965,19376,938.7,1.84,1.91,12.68,1.977,0.045,23854
54672,28.46,38.46,0,400,13221,21050,937.473,1.87,1.94,12.85,2.004,0.045,3530
19945,17.124,47.68,1155,400,12939,19440,938.743,1.69,1.75,11.62,1.812,0.041,19945
46674,26.88,47.91,1364,400,12962,19387,938.706,2.39,2.48,16.45,2.566,0.058,21680
53639,28.56,42.7,164,441,12772,20562,937.321,1.97,2.05,13.55,2.113,0.048,2497
47232,24.83,51.94,1352,410,12960,19388,938.694,1.87,1.94,12.87,2.007,0.045,22238
54228,27.92,46.12,179,403,12781,20536,937.363,1.48,1.54,10.2,1.591,0.036,3086
37888,24.51,53.03,1086,551,12837,19459,938.925,2.32,2.41,15.94,2.485,0.056,12894
49643,24.45,53.78,1295,413,12993,19405,938.807,2.43,2.52,16.71,2.605,0.059,24649
23787,-17.667,47.78,1389,400,12977,19386,938.717,2.1,2.19,14.49,2.259,0.051,23787
33303,18.38,56.53,320,400,13103,19936,939.394,0.4,0.41,2.73,0.425,0.01,8309
34176,18.61,56.44,381,400,13042,19884,939.264,0.34,0.36,2.36,0.368,0.008,9182
27254,20.02,47.84,0,400,13220,20161,939.635,1.15,1.2,7.93,1.236,0.028,2260
61575,11.999,16.49,236,400,13500,20914,936.835,1.65,1.71,11.34,1.768,0.04,4689
20699,7.799,52.76,1055,400,13011,19470,938.716,2.57,2.67,17.69,2.759,0.062,20699
51523,26.5,46.24,53,408,12832,20726,937.562,2.28,2.37,15.73,2.452,0.055,381
39394,24.47,53.48,1099,467,12857,19443,938.925,1.98,2.05,13.6,2.121,0.048,14400
30650,21.97,49.66,43,400,13256,20217,939.728,2.9,3.01,19.93,3.107,0.07,5656
55712,53.85,18.45,32371,737,12632,18741,936.882,0.78,0.81,5.35,0.834,0.019,4570
4988,-8.28,51.05,43,400,13237,20171,939.684,1.95,2.03,13.42,2.093,0.047,4988
14911,13.496,46.98,1186,475,12857,19432,938.822,1.85,1.92,12.75,1.988,0.045,14911
11126,7.718,49.24,1023,638,12801,19471,939.084,2.41,2.51,16.6,2.588,0.058,11126
24364,-5.373,51.54,1260,400,13000,19412,938.785,1.82,1.89,12.55,1.957,0.044,24364
854,26.932,57.15,13,400,12979,19906,939.769,0.33,0.35,2.29,0.358,0.008,854
36585,26.47,48.5,1036,606,12815,19470,939.056,1.91,1.98,13.15,2.051,0.046,11591
34738,23.53,55.49,698,862,12695,19558,939.134,2.47,2.57,17.01,2.653,0.06,9744
59878,20.832,42.1,173,424,12775,20542,937.373,1.79,1.86,12.29,1.917,0.043,2992
25922,15.49,51.39,3,400,13020,19934,939.757,0.26,0.27,1.82,0.284,0.006,928
48313,24.76,52.36,1354,404,12968,19392,938.704,1.83,1.9,12.58,1.962,0.044,23319
51621,27.09,44.18,66,400,12830,20709,937.528,2.2,2.28,15.12,2.358,0.053,479
38602,24.65,52.74,1118,510,12841,19450,938.876,1.73,1.8,11.92,1.858,0.042,13608
12588,20.293,52.69,1067,566,12823,19453,939.011,1.97,2.05,13.55,2.114,0.048,12588
51978,27.12,43.19,120,441,12766,20635,937.562,2.16,2.24,14.87,2.319,0.052,836
16951,14.093,47.23,1193,415,12881,19433,938.762,1.57,1.63,10.82,1.687,0.038,16951
42016,24.79,52.5,1149,401,12892,19443,938.781,1.64,1.7,11.29,1.76,0.04,17022
40037,24.78,52.38,1136,445,12869,19453,938.803,1.93,2.0,13.28,2.071,0.047,15043
7081,-5.087,54.55,222,400,13146,20036,939.562,0.44,0.45,3.0,0.468,0.011,7081
6581,-6.749,54.42,206,400,13150,20065,939.614,0.59,0.61,4.07,0.635,0.014,6581
21271,-1.481,47.35,1390,422,12940,19380,938.696,1.67,1.73,11.47,1.788,0.04,21271
45793,24.82,51.67,1299,401,12954,19402,938.69,2.25,2.34,15.49,2.416,0.055,20799
16259,12.384,53.69,1128,400,12883,19442,938.748,1.57,1.63,10.82,1.687,0.038,16259
33681,18.72,55.03,359,400,13073,19908,939.306,0.18,0.19,1.27,0.198,0.004,8687
35728,24.1,52.67,1009,671,12785,19481,939.082,2.44,2.53,16.79,2.618,0.059,10734
62064,-19.219,19.36,60000,15267,11115,16152,936.788,8836.07,19761.68,34229.23,22138.359,10485.383,5178
36120,26.18,49.24,1023,638,12801,19471,939.084,2.41,2.51,16.6,2.588,0.058,11126
7018,-5.272,56.63,210,400,13150,20046,939.55,0.55,0.57,3.78,0.59,0.013,7018
14928,13.435,52.92,1141,443,12867,19449,938.813,1.82,1.89,12.52,1.952,0.044,14928
16317,12.48,53.57,1130,406,12882,19447,938.752,1.53,1.59,10.56,1.646,0.037,16317
49498,26.88,47.93,1331,408,12992,19400,938.788,2.15,2.23,14.79,2.307,0.052,24504
48055,26.9,48.04,1350,404,12971,19383,938.722,1.79,1.86,12.32,1.922,0.043,23061
24572,1.376,48.45,1431,439,12970,19373,938.786,1.93,2.01,13.31,2.076,0.047,24572
10888,5.07,49.15,1004,653,12802,19490,939.059,2.5,2.59,17.19,2.68,0.061,10888
25386,11.29,56.67,11,400,12712,19744,939.843,0.1,0.13,0.63,0.139,0.027,392
20327,13.025,53.17,1264,400,12950,19403,938.746,1.93,2.01,13.29,2.072,0.047,20327
47164,27.02,47.62,1333,400,12966,19390,938.705,2.18,2.27,15.02,2.342,0.053,22170
9598,-4.608,60.62,693,691,12784,19563,939.167,2.58,2.68,17.76,2.77,0.063,9598
38291,25.05,50.71,1157,543,12837,19442,938.931,1.75,1.82,12.07,1.882,0.043,13297
21906,-11.634,50.41,1346,402,12965,19399,938.744,1.75,1.82,12.04,1.878,0.042,21906
61841,-6.317,20.91,60000,4777,11692,16907,936.803,953.36,990.51,6561.61,1023.206,23.11,4955
61916,-11.4,22.25,60000,15877,11091,16152,936.856,9552.39,13654.99,56372.49,14713.66,3852.617,5030
26735,16.88,50.12,45,400,13112,20000,939.596,0.79,0.82,5.42,0.845,0.019,1741
23168,-21.995,49.7,1341,400,12971,19389,938.697,1.83,1.91,12.62,1.968,0.044,23168
43579,24.72,52.93,1207,410,12909,19426,938.738,1.8,1.87,12.37,1.929,0.044,18585
7124,-4.966,55.63,245,400,13130,20015,939.538,0.41,0.42,2.81,0.437,0.01,7124
24194,-9.936,48.12,1212,400,13009,19431,938.765,1.85,1.92,12.75,1.988,0.045,24194
43026,25.57,47.99,1210,421,12898,19436,938.729,2.08,2.16,14.3,2.23,0.05,18032
9589,-4.632,55.79,711,718,12779,19558,939.152,2.04,2.12,14.02,2.186,0.049,9589
32792,18.61,55.09,307,400,13105,19957,939.407,0.32,0.33,2.17,0.339,0.008,7798
52307,28.04,45.35,105,400,12791,20624,937.496,1.9,1.97,13.05,2.036,0.046,1165
47305,24.47,53.75,1369,400,12963,19391,938.71,1.76,1.83,12.09,1.886,0.043,22311
52533,26.08,47.02,96,400,12778,20625,937.428,1.74,1.81,11.99,1.869,0.042,1391
6204,-8.025,49.04,158,400,13179,20106,939.665,0.8,0.83,5.48,0.854,0.019,6204
43251,26.91,47.92,1172,400,12910,19436,938.709,1.58,1.64,10.86,1.694,0.038,18257
18772,20.616,53.47,1205,403,12919,19428,938.711,1.76,1.83,12.13,1.892,0.043,18772
61598,10.629,16.28,65,400,13548,21094,936.818,1.15,1.2,7.95,1.24,0.028,4712
26305,17.16,50.04,5,400,13097,19983,939.719,0.48,0.5,3.3,0.514,0.012,1311
33993,20.7,52.09,359,400,13059,19904,939.271,0.54,0.56,3.72,0.579,0.013,8999
25255,11.57,53.07,39,400,12624,19676,939.822,0.12,0.19,0.62,0.205,0.069,261
55241,31.7,54.63,3149,400,13207,19821,936.913,0.78,0.81,5.38,0.839,0.019,4099
2140,21.283,47.77,0,400,13183,20084,939.662,0.99,1.03,6.8,1.06,0.024,2140
1354,26.564,56.46,0,400,13097,20000,939.727,0.62,0.65,4.28,0.668,0.015,1354
59965,20.154,49.17,206,448,12764,20513,937.355,1.47,1.53,10.13,1.579,0.036,3079
57908,-4.815,45.69,75,400,12781,20669,937.539,2.24,2.33,15.45,2.409,0.054,1022
5718,-9.137,49.44,34,400,13256,20225,939.67,2.34,2.43,16.08,2.507,0.057,5718
35601,26.1,48.62,902,657,12794,19508,939.076,2.17,2.25,14.91,2.326,0.053,10607
27686,18.46,50.93,107,400,13183,20068,939.658,1.06,1.11,7.33,1.142,0.026,2692
52567,28.98,41.01,58,400,12794,20667,937.458,1.97,2.05,13.57,2.116,0.048,1425
16638,13.175,47.77,1207,411,12881,19422,938.764,1.99,2.07,13.71,2.137,0.048,16638
51201,27.57,42.61,65,451,12849,20728,937.56,2.31,2.4,15.92,2.483,0.056,59
27450,18.07,52.08,11,400,13210,20157,939.639,1.25,1.3,8.61,1.343,0.03,2456
39399,26.43,50.33,1073,467,12866,19458,938.931,2.0,2.08,13.76,2.145,0.048,14405
17927,17.966,53.08,1163,406,12904,19440,938.724,1.69,1.75,11.63,1.813,0.041,17927
60156,16.581,44.28,193,420,12774,20529,937.407,1.63,1.69,11.22,1.75,0.04,3270
26127,13.79,56.74,17,400,13054,19955,939.752,0.38,0.39,2.59,0.404,0.009,1133
47732,24.36,54.12,1371,407,12967,19386,938.75,1.85,1.92,12.71,1.982,0.045,22738
9692,-4.32,54.43,781,954,12648,19524,939.132,2.78,2.88,19.11,2.98,0.067,9692
23550,-20.291,47.7,1348,401,12983,19384,938.691,2.03,2.11,14.0,2.183,0.049,23550
45624,24.49,52.28,925,400,13027,19504,938.71,3.11,3.23,21.38,3.334,0.075,20630
42233,26.95,47.8,1176,401,12902,19445,938.798,1.48,1.54,10.21,1.592,0.036,17239
13240,20.548,51.66,1151,543,12830,19436,938.901,2.15,2.24,14.83,2.312,0.052,13240
54809,25.0,43.67,0,400,13383,21202,937.446,1.51,1.57,10.43,1.626,0.037,3667
32017,20.57,53.25,212,400,13149,20050,939.561,0.51,0.53,3.53,0.55,0.012,7023
36376,24.69,51.19,1094,639,12797,19456,939.128,2.38,2.47,16.35,2.55,0.058,11382
3648,3.579,56.58,344,400,13094,19862,939.693,1.4,1.46,9.65,1.504,0.034,3648
16563,12.988,52.14,1109,400,12896,19456,938.78,1.62,1.68,11.15,1.738,0.039,16563
33447,20.91,50.39,323,400,13107,19943,939.347,0.3,0.31,2.04,0.319,0.007,8453
41091,26.92,47.82,1143,400,12886,19442,938.751,2.02,2.1,13.93,2.173,0.049,16097
36686,24.28,53.33,1044,611,12804,19463,939.059,1.87,1.94,12.84,2.002,0.045,11692
46539,26.33,50.83,1297,400,12968,19398,938.707,1.88,1.95,12.93,2.017,0.046,21545
52812,28.98,41.03,61,400,12793,20656,937.401,1.77,1.84,12.21,1.904,0.043,1670
49332,24.82,51.76,1279,400,12995,19407,938.805,2.05,2.13,14.12,2.202,0.05,24338
9737,-4.159,59.88,776,908,12668,19542,939.132,2.68,2.79,18.45,2.878,0.065,9737
6343,-7.576,54.5,187,400,13165,20092,939.643,0.86,0.89,5.92,0.923,0.021,6343
58188,-9.194,41.13,72,400,12792,20662,937.47,1.48,1.54,10.2,1.59,0.036,1302
54786,27.91,38.41,0,400,13338,21184,937.458,1.94,2.01,13.34,2.081,0.047,3644
54000,28.62,42.8,171,422,12774,20555,937.428,1.79,1.86,12.34,1.925,0.043,2858
50252,32.09,28.44,1463,1470,12935,19108,931.075,333.21,346.22,2293.25,357.649,8.103,264
27650,19.98,51.33,58,400,13201,20112,939.661,1.01,1.05,6.98,1.088,0.025,2656
33256,18.28,56.92,325,400,13105,19940,939.428,0.41,0.43,2.84,0.443,0.01,8262
19751,18.582,48.78,1149,400,12937,19439,938.706,1.47,1.52,10.09,1.574,0.036,19751
31299,21.18,51.98,160,400,13175,20107,939.649,0.73,0.76,5.03,0.785,0.018,6305
28490,22.21,54.04,302,400,13125,19913,939.675,1.32,1.37,9.1,1.419,0.032,3496
37463,24.58,52.74,1117,571,12827,19455,938.998,2.35,2.44,16.14,2.517,0.057,12469
41267,26.78,48.27,1130,400,12884,19455,938.754,1.84,1.91,12.67,1.975,0.045,16273
30399,21.62,51.82,1,400,13273,20231,939.73,2.28,2.37,15.67,2.443,0.055,5405
37002,26.47,49.03,1009,570,12826,19474,939.045,2.05,2.13,14.08,2.196,0.05,12008
22945,-21.728,47.85,1350,403,12976,19398,938.723,1.62,1.68,11.15,1.738,0.039,22945
42829,26.84,48.04,1128,400,12910,19451,938.702,1.7,1.76,11.68,1.821,0.041,17835
53026,27.6,46.98,98,400,12800,20627,937.382,2.14,2.23,14.76,2.301,0.052,1884
41021,26.56,49.51,1107,406,12883,19455,938.8,1.98,2.06,13.62,2.124,0.048,16027
20726,7.385,46.69,1084,400,12993,19455,938.707,2.58,2.68,17.77,2.771,0.063,20726
